               x	               y	           dy/dx	         d2y/dx2	          Int(y)	         ylinear
     2715.151515	     430.6586985	   0.03604310445	 1.459700578e-05	     1012920.134	     431.6438065
     2745.454545	     431.7574762	   0.03647161504	 1.368469292e-05	     1025987.013	     432.7459408
     2775.757576	     432.8688202	   0.03687247978	 1.277238006e-05	     1039087.381	     433.8480751
     2806.060606	     433.9918927	   0.03724569868	  1.18600672e-05	     1052221.605	     434.9502094
     2836.363636	      435.125856	   0.03759127173	 1.094775433e-05	      1065390.03	     436.0523436
     2866.666667	     436.2698723	   0.03790919894	 1.003544147e-05	     1078592.971	     437.1544779
     2896.969697	      437.423104	   0.03819948031	 9.123128612e-06	     1091830.721	     438.2566122
     2927.272727	     438.5847131	   0.03846211583	 8.210815751e-06	     1105103.547	     439.3587465
     2957.575758	      439.753862	    0.0386971055	  7.29850289e-06	     1118411.689	     440.4608808
     2987.878788	      440.929713	   0.03890444934	 6.386190029e-06	     1131755.363	      441.563015
     3018.181818	     442.1114282	   0.03908414732	 5.473877167e-06	     1145134.761	     442.6651493
     3048.484848	     443.2981699	   0.03923619947	 4.561564306e-06	     1158550.046	     443.7672836
     3078.787879	     444.4891004	   0.03936060577	 3.649251445e-06	     1172001.359	     444.8694179
     3109.090909	     445.6833819	   0.03945736622	 2.736938584e-06	     1185488.813	     445.9715522
     3139.393939	     446.8801767	   0.03952648083	 1.824625722e-06	     1199012.498	     447.0736864
      3169.69697	      448.078647	    0.0395679496	 9.123128612e-07	     1212572.477	     448.1758207
            3200	      449.277955	   0.03958177252	 3.388131789e-21	     1226168.789	      449.277955
